,Unnamed: 0,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
2933,2933,2019,Kshitij Bansal,,Stewart Wilcox,,ICML,holist - an environment for machine learning of higher order logic theorem proving.,5,http://proceedings.mlr.press/v97/bansal19a.html,https://dblp.org/rec/conf/icml/BansalLRSW19
2934,2934,2019,Victor Bapst,Google DeepMind,Jessica B. Hamrick,DeepMind,ICML,structured agents for physical construction.,7,http://proceedings.mlr.press/v97/bapst19a.html,https://dblp.org/rec/conf/icml/BapstSDSKBH19
2935,2935,2019,Dmitry Baranchuk,Yandex,Artem Babenko,Yandex,ICML,learning to route in similarity graphs.,4,http://proceedings.mlr.press/v97/baranchuk19a.html,https://dblp.org/rec/conf/icml/BaranchukPSB19
2936,2936,2019,Pablo V. A. Barros,University of Hamburg,Stefan Wermter,University of Hamburg,ICML,a personalized affective memory model for improving emotion recognition.,3,http://proceedings.mlr.press/v97/barros19a.html,https://dblp.org/rec/conf/icml/BarrosPW19
2937,2937,2019,Peter L. Bartlett,UC Berkeley,Michal Valko,DeepMind,ICML,scale-free adaptive planning for deterministic dynamics & discounted rewards.,4,http://proceedings.mlr.press/v97/bartlett19a.html,https://dblp.org/rec/conf/icml/BartlettGHV19
2938,2938,2019,Soumya Basu 0001,University of Texas at Austin,Sanjay Shakkottai,University of Texas at Austin,ICML,pareto optimal streaming unsupervised classification.,4,http://proceedings.mlr.press/v97/basu19a.html,https://dblp.org/rec/conf/icml/BasuGLS19
2939,2939,2019,MohammadHossein Bateni,Google Research,Afshin Rostamizadeh,Google,ICML,categorical feature compression via submodular optimization.,6,http://proceedings.mlr.press/v97/bateni19a.html,https://dblp.org/rec/conf/icml/BateniCEFMR19
2940,2940,2019,Joshua Batson,,Loïc Royer,,ICML,noise2self - blind denoising by self-supervision.,2,http://proceedings.mlr.press/v97/batson19a.html,https://dblp.org/rec/conf/icml/BatsonR19
2941,2941,2019,Alex Beatson,Princeton University,Ryan P. Adams,Princeton University,ICML,efficient optimization of loops and limits with randomized telescoping sums.,2,http://proceedings.mlr.press/v97/beatson19a.html,https://dblp.org/rec/conf/icml/BeatsonA19
2942,2942,2019,Philip Becker-Ehmck,Volkswagen Group,Patrick van der Smagt,Volkswagen Group,ICML,switching linear dynamics for variational bayes filtering.,3,http://proceedings.mlr.press/v97/becker-ehmck19a.html,https://dblp.org/rec/conf/icml/Becker-Ehmck0S19
2943,2943,2019,Philipp Becker,,Gerhard Neumann,"Karlsruhe Institute of Technology, Institute for Anthropomatics and Robotics, Germany",ICML,recurrent kalman networks - factorized inference in high-dimensional deep feature spaces.,6,http://proceedings.mlr.press/v97/becker19a.html,https://dblp.org/rec/conf/icml/BeckerPGZTN19
2944,2944,2019,Sima Behpour,University of Pennsylvania,Brian D. Ziebart,University of Illinois at Chicago,ICML,active learning for probabilistic structured prediction of cuts and matchings.,3,http://proceedings.mlr.press/v97/behpour19a.html,https://dblp.org/rec/conf/icml/BehpourLZ19
2945,2945,2019,Jens Behrmann,University of Bremen,Jörn-Henrik Jacobsen,Vector Institute and University of Toronto,ICML,invertible residual networks.,5,http://proceedings.mlr.press/v97/behrmann19a.html,https://dblp.org/rec/conf/icml/BehrmannGCDJ19
2946,2946,2019,Eugene Belilovsky,"Mila, University of Montreal",Edouard Oyallon,CentraleSupélec,ICML,greedy layerwise learning can scale to imagenet.,3,http://proceedings.mlr.press/v97/belilovsky19a.html,https://dblp.org/rec/conf/icml/BelilovskyEO19
2947,2947,2019,Yassine Benyahia,IPROVA,Claudiu Musat,Swisscom,ICML,overcoming multi-model forgetting.,7,http://proceedings.mlr.press/v97/benyahia19a.html,https://dblp.org/rec/conf/icml/BenyahiaYBJDSM19
2948,2948,2019,Frederik Benzing,ETH Zurich,Angelika Steger,ETH Zurich,ICML,optimal kronecker-sum approximation of real time recurrent learning.,5,http://proceedings.mlr.press/v97/benzing19a.html,https://dblp.org/rec/conf/icml/BenzingGMMS19
2949,2949,2019,Martín Bertrán,Duke University,Guillermo Sapiro,Duke University,ICML,adversarially learned representations for information obfuscation and inference.,7,http://proceedings.mlr.press/v97/bertran19a.html,https://dblp.org/rec/conf/icml/BertranMPQRRS19
2950,2950,2019,Alina Beygelzimer,,Chicheng Zhang,,ICML,bandit multiclass linear classification - efficient algorithms for the separable case.,6,http://proceedings.mlr.press/v97/beygelzimer19a.html,https://dblp.org/rec/conf/icml/BeygelzimerPSTW19
2951,2951,2019,Arjun Nitin Bhagoji,Princeton University,Seraphin B. Calo,IBM Research,ICML,analyzing federated learning through an adversarial lens.,4,http://proceedings.mlr.press/v97/bhagoji19a.html,https://dblp.org/rec/conf/icml/BhagojiCMC19
2952,2952,2019,Yatao An Bian,ETH Zürich,Andreas Krause 0001,ETH Zurich,ICML,optimal continuous dr-submodular maximization and applications to provable mean field inference.,3,http://proceedings.mlr.press/v97/bian19a.html,https://dblp.org/rec/conf/icml/BianB019
2953,2953,2019,Aurélien Bibaut,UC Berkeley,Mark J. van der Laan,UC Berkeley,ICML,more efficient off-policy evaluation through regularized targeted learning.,4,http://proceedings.mlr.press/v97/bibaut19a.html,https://dblp.org/rec/conf/icml/BibautMVL19
2954,2954,2019,Gwendoline de Bie,Ecole normale supérieure,Marco Cuturi,ENSAE / CREST,ICML,stochastic deep networks.,3,http://proceedings.mlr.press/v97/de-bie19a.html,https://dblp.org/rec/conf/icml/BiePC19
2955,2955,2019,Alberto Bietti,Inria,Julien Mairal,Inria,ICML,a kernel perspective for regularizing deep neural networks.,4,http://proceedings.mlr.press/v97/bietti19a.html,https://dblp.org/rec/conf/icml/BiettiMCM19
2956,2956,2019,Yochai Blau,,Tomer Michaeli,,ICML,rethinking lossy compression - the rate-distortion-perception tradeoff.,2,http://proceedings.mlr.press/v97/blau19a.html,https://dblp.org/rec/conf/icml/BlauM19
2957,2957,2019,Vinay Praneeth Boda,,Prashanth L. A.,University of Maryland,ICML,correlated bandits or - how to minimize mean-squared error online.,2,http://proceedings.mlr.press/v97/boda19a.html,https://dblp.org/rec/conf/icml/BodaA19
2958,2958,2019,Aleksandar Bojchevski,Technical University of Munich,Stephan Günnemann,Technical University of Munich,ICML,adversarial attacks on node embeddings via graph poisoning.,2,http://proceedings.mlr.press/v97/bojchevski19a.html,https://dblp.org/rec/conf/icml/BojchevskiG19
2959,2959,2019,Zalán Borsos,ETH Zurich,Andreas Krause 0001,ETH Zurich,ICML,online variance reduction with mixtures.,4,http://proceedings.mlr.press/v97/borsos19a.html,https://dblp.org/rec/conf/icml/BorsosCL019
2960,2960,2019,Avishek Joey Bose,McGill/Mila,William L. Hamilton,McGill University,ICML,compositional fairness constraints for graph embeddings.,2,http://proceedings.mlr.press/v97/bose19a.html,https://dblp.org/rec/conf/icml/BoseH19
2961,2961,2019,Xavier Bouthillier,Mila - Université de Montréal,Pascal Vincent,U Montreal,ICML,unreproducible research is reproducible.,3,http://proceedings.mlr.press/v97/bouthillier19a.html,https://dblp.org/rec/conf/icml/BouthillierLV19
2962,2962,2019,Gábor Braun,Georgia Institute of Technology,Stephen J. Wright,University of Wisconsin-Madison,ICML,blended conditonal gradients.,4,http://proceedings.mlr.press/v97/braun19a.html,https://dblp.org/rec/conf/icml/BraunPTW19
2963,2963,2019,Vladimir Braverman,Johns Hopkins University,Xuan Wu 0002,Johns Hopkins University,ICML,coresets for ordered weighted clustering.,4,http://proceedings.mlr.press/v97/braverman19a.html,https://dblp.org/rec/conf/icml/BravermanJKW19
2964,2964,2019,Margaux Brégère,,Gilles Stoltz,,ICML,target tracking for contextual bandits - application to demand side management.,4,http://proceedings.mlr.press/v97/bregere19a.html,https://dblp.org/rec/conf/icml/BregereGGS19
2965,2965,2019,Robert A. Bridges,,Chelsey Hoff,,ICML,active manifolds - a non-linear analogue to active subspaces.,5,http://proceedings.mlr.press/v97/bridges19a.html,https://dblp.org/rec/conf/icml/BridgesGFVH19
2966,2966,2019,David H. Brookes,"University of California, Berkeley",Jennifer Listgarten,"University of California, Berkeley",ICML,conditioning by adaptive sampling for robust design.,3,http://proceedings.mlr.press/v97/brookes19a.html,https://dblp.org/rec/conf/icml/BrookesPL19
2967,2967,2019,Daniel S. Brown,University of Texas at Austin,Scott Niekum,University of Texas at Austin,ICML,extrapolating beyond suboptimal demonstrations via inverse reinforcement learning from observations.,4,http://proceedings.mlr.press/v97/brown19a.html,https://dblp.org/rec/conf/icml/BrownGNN19
2968,2968,2019,Noam Brown,Facebook AI Research,Tuomas Sandholm,Carnegie Mellon University,ICML,deep counterfactual regret minimization.,4,http://proceedings.mlr.press/v97/brown19b.html,https://dblp.org/rec/conf/icml/BrownLGS19
2969,2969,2019,Marc-Etienne Brunet,University of Toronto,Richard S. Zemel,Vector Institute,ICML,understanding the origins of bias in word embeddings.,4,http://proceedings.mlr.press/v97/brunet19a.html,https://dblp.org/rec/conf/icml/BrunetAAZ19
2970,2970,2019,Alon Brutzkus,Tel Aviv University,Amir Globerson,"Tel Aviv University, Google",ICML,why do larger models generalize better? a theoretical perspective via the xor problem.,2,http://proceedings.mlr.press/v97/brutzkus19b.html,https://dblp.org/rec/conf/icml/BrutzkusG19
2971,2971,2019,Alon Brutzkus,Tel Aviv University,Oren Elisha,Microsoft,ICML,low latency privacy preserving inference.,3,http://proceedings.mlr.press/v97/brutzkus19a.html,https://dblp.org/rec/conf/icml/BrutzkusGE19
2972,2972,2019,Sébastien Bubeck,Microsoft Research,Ilya P. Razenshteyn,Microsoft Research Redmond,ICML,adversarial examples from computational constraints.,4,http://proceedings.mlr.press/v97/bubeck19a.html,https://dblp.org/rec/conf/icml/BubeckLPR19
2973,2973,2019,Eliav Buchnik,"Tel Aviv University, Israel",Yossi Matias,"Tel Aviv University, Israel",ICML,self-similar epochs - value in arrangement.,4,http://proceedings.mlr.press/v97/buchnik19a.html,https://dblp.org/rec/conf/icml/BuchnikCHM19
2974,2974,2019,Charlotte Bunne,ETH Zürich,Stefanie Jegelka,MIT,ICML,learning generative models across incomparable spaces.,4,http://proceedings.mlr.press/v97/bunne19a.html,https://dblp.org/rec/conf/icml/BunneA0J19
2975,2975,2019,David R. Burt,University of Cambridge,Mark van der Wilk,PROWLER.io,ICML,rates of convergence for sparse variational gaussian process regression.,3,http://proceedings.mlr.press/v97/burt19a.html,https://dblp.org/rec/conf/icml/BurtRW19
2976,2976,2019,Jonathon Byrd,,Zachary Chase Lipton,"Carnegie Mellon University, Machine Learning Department, Pittsburgh, PA, USA",ICML,what is the effect of importance weighting in deep learning?,2,http://proceedings.mlr.press/v97/byrd19a.html,https://dblp.org/rec/conf/icml/ByrdL19
2977,2977,2019,Yongqiang Cai,National University of Singapore,Zuowei Shen,National University of Singapore,ICML,a quantitative analysis of the effect of batch normalization on gradient descent.,3,http://proceedings.mlr.press/v97/cai19a.html,https://dblp.org/rec/conf/icml/CaiLS19
2978,2978,2019,Bugra Can,Rutgers University,Lingjiong Zhu,Florida State University,ICML,accelerated linear convergence of stochastic momentum methods in wasserstein distances.,3,http://proceedings.mlr.press/v97/can19a.html,https://dblp.org/rec/conf/icml/CanGZ19
2979,2979,2019,Gregory Canal,Georgia Institute of Technology,Christopher J. Rozell,Georgia Institute of Technology,ICML,active embedding search via noisy paired comparisons.,4,http://proceedings.mlr.press/v97/canal19a.html,https://dblp.org/rec/conf/icml/CanalMDR19
2980,2980,2019,Junyu Cao,,Wei Sun,,ICML,dynamic learning with frequent new product launches - a sequential multinomial logit bandit problem.,2,http://proceedings.mlr.press/v97/cao19a.html,https://dblp.org/rec/conf/icml/CaoS19
2981,2981,2019,Adrian Rivera Cardoso,Georgia Institute of Technology,Huan Xu,Georgia Tech,ICML,competing against nash equilibria in adversarially changing zero-sum games.,4,http://proceedings.mlr.press/v97/cardoso19a.html,https://dblp.org/rec/conf/icml/CardosoAWX19
2982,2982,2019,Mario Lezcano Casado,,David Martínez-Rubio,,ICML,cheap orthogonal constraints in neural networks - a simple parametrization of the orthogonal and unitary group.,2,http://proceedings.mlr.press/v97/lezcano-casado19a.html,https://dblp.org/rec/conf/icml/CasadoM19
2983,2983,2019,Henry Chai,Washington University in St. Louis,Roman Garnett,Washington University in St. Louis,ICML,automated model selection with bayesian quadrature.,4,http://proceedings.mlr.press/v97/chai19a.html,https://dblp.org/rec/conf/icml/ChaiTOG19
2984,2984,2019,Yash Chandak,University of Massachusetts Amherst,Philip S. Thomas,University of Massachusetts Amherst,ICML,learning action representations for reinforcement learning.,5,http://proceedings.mlr.press/v97/chandak19a.html,https://dblp.org/rec/conf/icml/ChandakTKJT19
2985,2985,2019,Chun-Hao Chang,University of Toronto,Anna Goldenberg,University of Toronto,ICML,dynamic measurement scheduling for event forecasting using deep rl.,3,http://proceedings.mlr.press/v97/chang19a.html,https://dblp.org/rec/conf/icml/ChangMG19
2986,2986,2019,Nontawat Charoenphakdee,The University of Tokyo / RIKEN,Masashi Sugiyama,RIKEN / The University of Tokyo,ICML,on symmetric losses for learning from corrupted labels.,3,http://proceedings.mlr.press/v97/charoenphakdee19a.html,https://dblp.org/rec/conf/icml/CharoenphakdeeL19
2987,2987,2019,Niladri S. Chatterji,UC Berkeley,Peter L. Bartlett,UC Berkeley,ICML,online learning with kernel losses.,3,http://proceedings.mlr.press/v97/chatterji19a.html,https://dblp.org/rec/conf/icml/ChatterjiPB19
2988,2988,2019,Aditya Chattopadhyay,,Vineeth N. Balasubramanian,"Indian Institute of Technology, Hyderabad, Department of Computer Science and Engineering",ICML,neural network attributions - a causal perspective.,4,http://proceedings.mlr.press/v97/chattopadhyay19a.html,https://dblp.org/rec/conf/icml/ChattopadhyayMS19
2989,2989,2019,Arghya Roy Chaudhuri,Indian Institute of Technology Bombay,Shivaram Kalyanakrishnan,IIT Bombay,ICML,pac identification of many good arms in stochastic multi-armed bandits.,2,http://proceedings.mlr.press/v97/chaudhuri19a.html,https://dblp.org/rec/conf/icml/ChaudhuriK19
2990,2990,2019,Xinshi Chen,Georgia Institution of Technology,Le Song,Georgia Institute of Technology,ICML,generative adversarial user model for reinforcement learning based recommendation system.,6,http://proceedings.mlr.press/v97/chen19f.html,https://dblp.org/rec/conf/icml/Chen0LJQS19
2991,2991,2019,George H. Chen,,George H. Chen,,ICML,nearest neighbor and kernel survival analysis - nonasymptotic error bounds and strong consistency rates.,1,http://proceedings.mlr.press/v97/chen19a.html,https://dblp.org/rec/conf/icml/Chen19
2992,2992,2019,Wilson Ye Chen,The Institute of Statistical Mathematics,Chris J. Oates,Newcastle University,ICML,stein point markov chain monte carlo.,7,http://proceedings.mlr.press/v97/chen19b.html,https://dblp.org/rec/conf/icml/ChenBBGGMO19
2993,2993,2019,Xinshi Chen,Georgia Institution of Technology,Le Song,Georgia Institute of Technology,ICML,particle flow bayes' rule.,3,http://proceedings.mlr.press/v97/chen19c.html,https://dblp.org/rec/conf/icml/ChenDS19
2994,2994,2019,Xingyu Chen,Duke University,Kamesh Munagala,Duke University,ICML,proportionally fair clustering.,4,http://proceedings.mlr.press/v97/chen19d.html,https://dblp.org/rec/conf/icml/ChenFLM19
2995,2995,2019,Jinglin Chen,University of Illinois at Urbana-Champaign,Nan Jiang,University of Illinois at Urbana-Champaign,ICML,information-theoretic considerations in batch reinforcement learning.,2,http://proceedings.mlr.press/v97/chen19e.html,https://dblp.org/rec/conf/icml/ChenJ19
2996,2996,2019,Pengfei Chen,The Chinese University of Hong Kong,Shengyu Zhang,Tencent; The Chinese University of Hong Kong,ICML,understanding and utilizing deep neural networks trained with noisy labels.,4,http://proceedings.mlr.press/v97/chen19g.html,https://dblp.org/rec/conf/icml/ChenLCZ19
2997,2997,2019,Yucheng Chen,University of Illinois at Urbana-Champaign,Jian Peng 0001,UIUC,ICML,"a gradual, semi-discrete approach to generative network training via explicit wasserstein minimization.",6,http://proceedings.mlr.press/v97/chen19h.html,https://dblp.org/rec/conf/icml/ChenTZB0019
2998,2998,2019,Pin-Yu Chen,,Indika Rajapakse,,ICML,"fast incremental von neumann graph entropy computation - theory, algorithm, and applications.",4,http://proceedings.mlr.press/v97/chen19j.html,https://dblp.org/rec/conf/icml/ChenW0R19
2999,2999,2019,Xinyang Chen,,Jianmin Wang 0001,"Tsinghua University, School of Software, Beijing, China",ICML,transferability vs. discriminability - batch spectral penalization for adversarial domain adaptation.,4,http://proceedings.mlr.press/v97/chen19i.html,https://dblp.org/rec/conf/icml/ChenWLW19
3000,3000,2019,Zaiyi Chen,,Tianbao Yang,,ICML,katalyst - boosting convex katayusha for non-convex problems with a large condition number.,4,http://proceedings.mlr.press/v97/chen19k.html,https://dblp.org/rec/conf/icml/ChenXHY19
