,Unnamed: 0,year,first-author,first-author-affiliation,first-author-affiliation-country,last-author,last-author-affiliation,last-author-affiliation-country,journal/conference,title,number-of-authors,paper-url,DBLP-url
3306,3306,2013,Samory Kpotufe,Princeton University,,Francesco Orabona,Boston University,,NIPS,regression-tree tuning in a streaming setting.,2,https://proceedings.neurips.cc/paper/2013/hash/2a9d121cd9c3a1832bb6d2cc6bd7a8a7-Abstract.html,https://dblp.org/rec/conf/nips/KpotufeO13
3307,3307,2013,Akshay Krishnamurthy,UMass Amherst,,Aarti Singh,CMU,,NIPS,low-rank matrix and tensor completion via adaptive sampling.,2,https://proceedings.neurips.cc/paper/2013/hash/2050e03ca119580f74cca14cc6e97462-Abstract.html,https://dblp.org/rec/conf/nips/KrishnamurthyS13
3308,3308,2013,Erich Kummerfeld,CMU,,David Danks,Carnegie Mellon University,,NIPS,tracking time-varying graphical structure.,2,https://proceedings.neurips.cc/paper/2013/hash/233509073ed3432027d48b1a83f5fbd2-Abstract.html,https://dblp.org/rec/conf/nips/KummerfeldD13
3309,3309,2013,Prashanth L. A.,INRIA,,Mohammad Ghavamzadeh,Facebook AI Research,,NIPS,actor-critic algorithms for risk-sensitive mdps.,2,https://proceedings.neurips.cc/paper/2013/hash/eb163727917cbba1eea208541a643e74-Abstract.html,https://dblp.org/rec/conf/nips/LAG13
3310,3310,2013,Subhaneil Lahiri,Stanford University,,Surya Ganguli,Stanford,,NIPS,a memory frontier for complex synapses.,2,https://proceedings.neurips.cc/paper/2013/hash/7f24d240521d99071c93af3917215ef7-Abstract.html,https://dblp.org/rec/conf/nips/LahiriG13
3311,3311,2013,Brenden M. Lake,MIT,,Joshua B. Tenenbaum,MIT,,NIPS,one-shot learning by inverting a compositional causal process.,3,https://proceedings.neurips.cc/paper/2013/hash/52292e0c763fd027c6eba6b8f494d2eb-Abstract.html,https://dblp.org/rec/conf/nips/LakeST13
3312,3312,2013,Matthew Lawlor,,,Steven W. Zucker,,,NIPS,"third-order edge statistics - contour continuation, curvature, and cortical connections.",2,https://proceedings.neurips.cc/paper/2013/hash/024d7f84fff11dd7e8d9c510137a2381-Abstract.html,https://dblp.org/rec/conf/nips/LawlorZ13
3313,3313,2013,Aurel A. Lazar,Columbia University,,Yevgeniy B. Slutskiy,Columbia University,,NIPS,"multisensory encoding, decoding, and identification.",2,https://proceedings.neurips.cc/paper/2013/hash/ac796a52db3f16bbdb6557d3d89d1c5a-Abstract.html,https://dblp.org/rec/conf/nips/LazarS13
3314,3314,2013,Jason D. Lee,Stanford,,Rich Caruana,Microsoft,,NIPS,using multiple samples to learn mixture models.,3,https://proceedings.neurips.cc/paper/2013/hash/f340f1b1f65b6df5b5e3f94d95b11daf-Abstract.html,https://dblp.org/rec/conf/nips/LeeGC13
3315,3315,2013,Christina E. Lee,Microsoft Research,,Devavrat Shah,Massachusetts Institute of Technology,,NIPS,computing the stationary distribution locally.,3,https://proceedings.neurips.cc/paper/2013/hash/99bcfcd754a98ce89cb86f73acc04645-Abstract.html,https://dblp.org/rec/conf/nips/LeeOS13
3316,3316,2013,Troy Lee,Centre for Quantum Technologies,,Adi Shraibman,Weizmann Institute of Science,,NIPS,matrix completion from any given set of observations.,2,https://proceedings.neurips.cc/paper/2013/hash/892c91e0a653ba19df81a90f89d99bcd-Abstract.html,https://dblp.org/rec/conf/nips/LeeS13
3317,3317,2013,Jason D. Lee,,,Jonathan E. Taylor,,,NIPS,on model selection consistency of penalized m-estimators - a geometric theory.,3,https://proceedings.neurips.cc/paper/2013/hash/0266e33d3f546cb5436a10798e657d97-Abstract.html,https://dblp.org/rec/conf/nips/LeeST13
3318,3318,2013,Leonidas Lefakis,,,François Fleuret,,,NIPS,reservoir boosting - between online and offline ensemble learning.,2,https://proceedings.neurips.cc/paper/2013/hash/6081594975a764c8e3a691fa2b3a321d-Abstract.html,https://dblp.org/rec/conf/nips/LefakisF13
3319,3319,2013,Sergey Levine,UC Berkeley,,Vladlen Koltun,Adobe Research,,NIPS,variational policy search via trajectory optimization.,2,https://proceedings.neurips.cc/paper/2013/hash/38af86134b65d0f10fe33d30dd76442e-Abstract.html,https://dblp.org/rec/conf/nips/LevineK13
3320,3320,2013,Qianli Liao,Massachusetts Institute of Technology,,Tomaso A. Poggio,Massachusetts Institute of Technology,,NIPS,learning invariant representations and applications to face verification.,3,https://proceedings.neurips.cc/paper/2013/hash/ad3019b856147c17e82a5bead782d2a8-Abstract.html,https://dblp.org/rec/conf/nips/LiaoLP13
3321,3321,2013,Shiau Hong Lim,National University of Singapore,,Shie Mannor,Technion,,NIPS,reinforcement learning in robust markov decision processes.,3,https://proceedings.neurips.cc/paper/2013/hash/0deb1c54814305ca9ad266f53bc82511-Abstract.html,https://dblp.org/rec/conf/nips/LimXM13
3322,3322,2013,Dahua Lin,TTI Chicago,,Dahua Lin,TTI Chicago,,NIPS,online learning of nonparametric mixture models via sequential variational approximation.,1,https://proceedings.neurips.cc/paper/2013/hash/8c19f571e251e61cb8dd3612f26d5ecf-Abstract.html,https://dblp.org/rec/conf/nips/Lin13
3323,3323,2013,Robert V. Lindsey,Imagen Technologies,,Harold Pashler,UC San Diego,,NIPS,optimizing instructional policies.,4,https://proceedings.neurips.cc/paper/2013/hash/995665640dc319973d3173a74a03860c-Abstract.html,https://dblp.org/rec/conf/nips/LindseyMHP13
3324,3324,2013,Viliam Lisý,CTU in Prague,,Branislav Bosanský,CTU in Prague,,NIPS,convergence of monte carlo tree search in simultaneous move games.,4,https://proceedings.neurips.cc/paper/2013/hash/1579779b98ce9edb98dd85606f2c119d-Abstract.html,https://dblp.org/rec/conf/nips/LisyKLB13
3325,3325,2013,Qiang Liu 0001,,,Mark Steyvers,,,NIPS,scoring workers in crowdsourcing - how many control questions are enough?,3,https://proceedings.neurips.cc/paper/2013/hash/cc1aa436277138f61cda703991069eaf-Abstract.html,https://dblp.org/rec/conf/nips/LiuIS13
3326,3326,2013,Jie Liu 0006,UW-Madison,,David Page,UW-Madison,,NIPS,bayesian estimation of latently-grouped parameters in undirected graphical models.,2,https://proceedings.neurips.cc/paper/2013/hash/6a10bbd480e4c5573d8f3af73ae0454b-Abstract.html,https://dblp.org/rec/conf/nips/LiuP13
3327,3327,2013,Ying Liu 0009,Google Inc.,,Alan S. Willsky,Massachusetts Institute of Technology,,NIPS,learning gaussian graphical models with observed or latent fvss.,2,https://proceedings.neurips.cc/paper/2013/hash/1f4477bad7af3616c1f933a02bfabe4e-Abstract.html,https://dblp.org/rec/conf/nips/LiuW13
3328,3328,2013,Po-Ling Loh,,,Martin J. Wainwright,,,NIPS,regularized m-estimators with nonconvexity - statistical and algorithmic theory for local optima.,2,https://proceedings.neurips.cc/paper/2013/hash/ef0d3930a7b6c95bd2b32ed45989c61f-Abstract.html,https://dblp.org/rec/conf/nips/LohW13
3329,3329,2013,David López-Paz,Facebook AI Research,,Bernhard Schölkopf,"MPI for Intelligent Systems, Tübingen",,NIPS,the randomized dependence coefficient.,3,https://proceedings.neurips.cc/paper/2013/hash/aab3238922bcc25a6f606eb525ffdc56-Abstract.html,https://dblp.org/rec/conf/nips/Lopez-PazHS13
3330,3330,2013,Gilles Louppe,University of Liège,,Pierre Geurts,Université de Liège,,NIPS,understanding variable importances in forests of randomized trees.,4,https://proceedings.neurips.cc/paper/2013/hash/e3796ae838835da0b6f6ea37bcf8bcb7-Abstract.html,https://dblp.org/rec/conf/nips/LouppeWSG13
3331,3331,2013,Yichao Lu,University of Pennsylvania,,Lyle H. Ungar,University of Pennsylvania,,NIPS,faster ridge regression via the subsampled randomized hadamard transform.,4,https://proceedings.neurips.cc/paper/2013/hash/621bf66ddb7c962aa0d22ac97d69b793-Abstract.html,https://dblp.org/rec/conf/nips/LuDFU13
3332,3332,2013,Zhengdong Lu,"Noah's Ark Lab, Huawei Technologies",,Hang Li 0001,Huawei Tech. Investment,,NIPS,a deep architecture for matching short texts.,2,https://proceedings.neurips.cc/paper/2013/hash/8a0e1141fd37fa5b98d5bb769ba1a7cc-Abstract.html,https://dblp.org/rec/conf/nips/LuL13
3333,3333,2013,Wenjie Luo,TTI Chicago,,Raquel Urtasun,University of Toronto,,NIPS,latent structured active learning.,3,https://proceedings.neurips.cc/paper/2013/hash/b6f0479ae87d244975439c6124592772-Abstract.html,https://dblp.org/rec/conf/nips/LuoSU13
3334,3334,2013,Ulrike von Luxburg,,,Morteza Alamgir,,,NIPS,density estimation from unweighted k-nearest neighbor graphs - a roadmap.,2,https://proceedings.neurips.cc/paper/2013/hash/eae27d77ca20db309e056e3d2dcd7d69-Abstract.html,https://dblp.org/rec/conf/nips/LuxburgA13
3335,3335,2013,Siwei Lyu,SUNY at Albany,,Xin Wang 0045,SUNY at Albany,,NIPS,on algorithms for sparse multi-factor nmf.,2,https://proceedings.neurips.cc/paper/2013/hash/bac9162b47c56fc8a4d2a519803d51b3-Abstract.html,https://dblp.org/rec/conf/nips/LyuW13
3336,3336,2013,Yifei Ma,Amazon,,Jeff G. Schneider,CMU,,NIPS,σ-optimality for active learning on gaussian random fields.,3,https://proceedings.neurips.cc/paper/2013/hash/7810ccd41bf26faaa2c4e1f20db70a71-Abstract.html,https://dblp.org/rec/conf/nips/MaGS13
3337,3337,2013,Liam MacDermed,Google,,Charles L. Isbell Jr.,Georgia Tech,,NIPS,point based value iteration with optimal belief compression for dec-pomdps.,2,https://proceedings.neurips.cc/paper/2013/hash/c9e1074f5b3f9fc8ea15d152add07294-Abstract.html,https://dblp.org/rec/conf/nips/MacDermedI13
3338,3338,2013,Mehrdad Mahdavi,Michigan State University (MSU),,Rong Jin,Michigan State University (MSU),,NIPS,mixed optimization for smooth functions.,3,https://proceedings.neurips.cc/paper/2013/hash/f73b76ce8949fe29bf2a537cfa420e8f-Abstract.html,https://dblp.org/rec/conf/nips/Mahdavi0J13
3339,3339,2013,Mehrdad Mahdavi,,,Rong Jin,,,NIPS,stochastic convex optimization with multiple objectives.,3,https://proceedings.neurips.cc/paper/2013/hash/3493894fa4ea036cfc6433c3e2ee63b0-Abstract.html,https://dblp.org/rec/conf/nips/MahdaviYJ13
3340,3340,2013,Julien Mairal,Inria,,Julien Mairal,Inria,,NIPS,stochastic majorization-minimization algorithms for large-scale optimization.,1,https://proceedings.neurips.cc/paper/2013/hash/4da04049a062f5adfe81b67dd755cecc-Abstract.html,https://dblp.org/rec/conf/nips/Mairal13
3341,3341,2013,Vikash K. Mansinghka,Massachusetts Institute of Technology,,Joshua B. Tenenbaum,MIT,,NIPS,approximate bayesian image interpretation using generative probabilistic graphics programs.,4,https://proceedings.neurips.cc/paper/2013/hash/fa14d4fe2f19414de3ebd9f63d5c0169-Abstract.html,https://dblp.org/rec/conf/nips/MansinghkaKPT13
3342,3342,2013,James Martens,University of Toronto,,Richard S. Zemel,Vector Institute/University of Toronto,,NIPS,on the expressive power of restricted boltzmann machines.,4,https://proceedings.neurips.cc/paper/2013/hash/7bb060764a818184ebb1cc0d43d382aa-Abstract.html,https://dblp.org/rec/conf/nips/MartensCPZ13
3343,3343,2013,Stefan Mathe,University of Toronto,,Cristian Sminchisescu,Google Research,,NIPS,action from still image dataset and inverse optimal control to learn task specific visual scanpaths.,2,https://proceedings.neurips.cc/paper/2013/hash/fec8d47d412bcbeece3d9128ae855a7a-Abstract.html,https://dblp.org/rec/conf/nips/MatheS13
3344,3344,2013,Ryosuke Matsushita,NTT DATA Mathematical Systems Inc.,,Toshiyuki Tanaka,Kyoto University,,NIPS,low-rank matrix reconstruction and clustering via approximate message passing.,2,https://proceedings.neurips.cc/paper/2013/hash/5b69b9cb83065d403869739ae7f0995e-Abstract.html,https://dblp.org/rec/conf/nips/MatsushitaT13
3345,3345,2013,Crystal Maung,UT Dallas,,Haim Schweitzer,UT Dallas,,NIPS,pass-efficient unsupervised feature selection.,2,https://proceedings.neurips.cc/paper/2013/hash/7a53928fa4dd31e82c6ef826f341daec-Abstract.html,https://dblp.org/rec/conf/nips/MaungS13
3346,3346,2013,H. Brendan McMahan,Google,,Jacob D. Abernethy,University of Michigan,,NIPS,minimax optimal algorithms for unconstrained linear optimization.,2,https://proceedings.neurips.cc/paper/2013/hash/e00406144c1e7e35240afed70f34166a-Abstract.html,https://dblp.org/rec/conf/nips/McMahanA13
3347,3347,2013,Brian McWilliams,ETH Zurich,,Joachim M. Buhmann,ETH Zurich,,NIPS,correlated random features for fast semi-supervised learning.,3,https://proceedings.neurips.cc/paper/2013/hash/839ab46820b524afda05122893c2fe8e-Abstract.html,https://dblp.org/rec/conf/nips/McWilliamsBB13
3348,3348,2013,Josh Merel,Columbia University,,Liam Paninski,Columbia University,,NIPS,a multi-agent control framework for co-adaptation in brain-computer interfaces.,4,https://proceedings.neurips.cc/paper/2013/hash/286674e3082feb7e5afb92777e48821f-Abstract.html,https://dblp.org/rec/conf/nips/MerelFJP13
3349,3349,2013,Martin Mevissen,IBM Research,,Jia Yuan Yu,IBM Research,,NIPS,data-driven distributionally robust polynomial optimization.,3,https://proceedings.neurips.cc/paper/2013/hash/7f39f8317fbdb1988ef4c628eba02591-Abstract.html,https://dblp.org/rec/conf/nips/MevissenRY13
3350,3350,2013,Tomás Mikolov,Google Research,,Jeffrey Dean,Google Research,,NIPS,distributed representations of words and phrases and their compositionality.,5,https://proceedings.neurips.cc/paper/2013/hash/9aa42b31882ec039965f3c4923ce901b-Abstract.html,https://dblp.org/rec/conf/nips/MikolovSCCD13
3351,3351,2013,Jeffrey W. Miller,Brown University,,Matthew T. Harrison,Brown University,,NIPS,a simple example of dirichlet process mixture inconsistency for the number of components.,2,https://proceedings.neurips.cc/paper/2013/hash/f7e6c85504ce6e82442c770f7c8606f0-Abstract.html,https://dblp.org/rec/conf/nips/MillerH13
3352,3352,2013,Baharan Mirzasoleiman,,,Andreas Krause 0001,,,NIPS,distributed submodular maximization - identifying representative elements in massive data.,4,https://proceedings.neurips.cc/paper/2013/hash/84d2004bf28a2095230e8e14993d398d-Abstract.html,https://dblp.org/rec/conf/nips/MirzasoleimanKSK13
3353,3353,2013,Ioannis Mitliagkas,University of Montreal,,Prateek Jain 0002,Microsoft Research,,NIPS,"memory limited, streaming pca.",3,https://proceedings.neurips.cc/paper/2013/hash/76cf99d3614e23eabab16fb27e944bf9-Abstract.html,https://dblp.org/rec/conf/nips/MitliagkasC013
3354,3354,2013,Andriy Mnih,DeepMind,,Koray Kavukcuoglu,Google Deepmind,,NIPS,learning word embeddings efficiently with noise-contrastive estimation.,2,https://proceedings.neurips.cc/paper/2013/hash/db2b4182156b2f1f817860ac9f409ad7-Abstract.html,https://dblp.org/rec/conf/nips/MnihK13
3355,3355,2013,Karthika Mohan,UC Berkeley,,Jin Tian 0001,Iowa State University,,NIPS,graphical models for inference with missing data.,3,https://proceedings.neurips.cc/paper/2013/hash/0ff8033cf9437c213ee13937b1c4c455-Abstract.html,https://dblp.org/rec/conf/nips/MohanPT13
3356,3356,2013,Tetsuro Morimura,IBM,,Tsuyoshi Idé,IBM Research,,NIPS,solving inverse problem of markov chain with partial observations.,3,https://proceedings.neurips.cc/paper/2013/hash/32b30a250abd6331e03a2a1f16466346-Abstract.html,https://dblp.org/rec/conf/nips/MorimuraOI13
3357,3357,2013,Hesham Mostafa,ETH Zurich,,Giacomo Indiveri,ETH Zurich,,NIPS,recurrent networks of coupled winner-take-all oscillators for solving constraint satisfaction problems.,3,https://proceedings.neurips.cc/paper/2013/hash/d1f255a373a3cef72e03aa9d980c7eca-Abstract.html,https://dblp.org/rec/conf/nips/MostafaMI13
3358,3358,2013,Shinichi Nakajima,Technische Universität Berlin,,Ichiro Takeuchi,Nagoya Institute of Technology,,NIPS,global solver and its efficient approximation for variational bayesian low-rank subspace clustering.,5,https://proceedings.neurips.cc/paper/2013/hash/5f2c22cb4a5380af7ca75622a6426917-Abstract.html,https://dblp.org/rec/conf/nips/NakajimaTBST13
3359,3359,2013,Nils Napp,Harvard University,,Ryan Prescott Adams,Princeton University,,NIPS,message passing inference with chemical reaction networks.,2,https://proceedings.neurips.cc/paper/2013/hash/e5e63da79fcd2bebbd7cb8bf1c1d0274-Abstract.html,https://dblp.org/rec/conf/nips/NappA13
3360,3360,2013,Harikrishna Narasimhan,Google AI,,Shivani Agarwal 0001,University of Pennsylvania,,NIPS,"on the relationship between binary classification, bipartite ranking, and binary class probability estimation.",2,https://proceedings.neurips.cc/paper/2013/hash/05311655a15b75fab86956663e1819cd-Abstract.html,https://dblp.org/rec/conf/nips/NarasimhanA13
3361,3361,2013,Nagarajan Natarajan,"Microsoft Research, India",,Ambuj Tewari,University of Michigan,,NIPS,learning with noisy labels.,4,https://proceedings.neurips.cc/paper/2013/hash/3871bd64012152bfb53fdf04b401193f-Abstract.html,https://dblp.org/rec/conf/nips/NatarajanDRT13
3362,3362,2013,Praneeth Netrapalli,Microsoft Research,,Sujay Sanghavi,UT-Austin,,NIPS,phase retrieval using alternating minimization.,3,https://proceedings.neurips.cc/paper/2013/hash/242c100dc94f871b6d7215b868a875f8-Abstract.html,https://dblp.org/rec/conf/nips/Netrapalli0S13
3363,3363,2013,Behnam Neyshabur,TTI Chicago,,Payman Yadollahpour,TTI Chicago,,NIPS,the power of asymmetry in binary hashing.,5,https://proceedings.neurips.cc/paper/2013/hash/84438b7aae55a0638073ef798e50b4ef-Abstract.html,https://dblp.org/rec/conf/nips/NeyshaburSSMY13
3364,3364,2013,Viet-An Nguyen,Facebook,,Philip Resnik,University of Maryland,,NIPS,lexical and hierarchical topic regression.,3,https://proceedings.neurips.cc/paper/2013/hash/f5deaeeae1538fb6c45901d524ee2f98-Abstract.html,https://dblp.org/rec/conf/nips/NguyenBR13
3365,3365,2013,Viet Cuong Nguyen,National University of Singapore,,Hai Leong Chieu,DSO National Laboratories,,NIPS,active learning for probabilistic hypotheses using the maximum gibbs error criterion.,5,https://proceedings.neurips.cc/paper/2013/hash/fb89705ae6d743bf1e848c206e16a1d7-Abstract.html,https://dblp.org/rec/conf/nips/NguyenLYCC13
3366,3366,2013,Aäron van den Oord,,,Benjamin Schrauwen,Ghent University,,NIPS,deep content-based music recommendation.,3,https://proceedings.neurips.cc/paper/2013/hash/b3ba8f1bee1238a2f37603d90b58898d-Abstract.html,https://dblp.org/rec/conf/nips/OordDS13
3367,3367,2013,Francesco Orabona,Boston University,,Francesco Orabona,Boston University,,NIPS,dimension-free exponentiated gradient.,1,https://proceedings.neurips.cc/paper/2013/hash/7634ea65a4e6d9041cfd3f7de18e334a-Abstract.html,https://dblp.org/rec/conf/nips/Orabona13
3368,3368,2013,Ian Osband,DeepMind,,Benjamin Van Roy,Stanford University,,NIPS,(more) efficient reinforcement learning via posterior sampling.,3,https://proceedings.neurips.cc/paper/2013/hash/6a5889bb0190d0211a991f47bb19a777-Abstract.html,https://dblp.org/rec/conf/nips/OsbandRR13
3369,3369,2013,Deepti Pachauri,3M,,Vikas Singh,UW-Madison,,NIPS,solving the multi-way matching problem by permutation synchronization.,3,https://proceedings.neurips.cc/paper/2013/hash/3df1d4b96d8976ff5986393e8767f5b2-Abstract.html,https://dblp.org/rec/conf/nips/PachauriKS13
