,Unnamed: 0,Unnamed: 0.1,first-author-affiliation,last-author-affiliation,title
1439,1439,399.0,Rice University,Rice University,optimal densification for fast and accurate minwise hashing.
1440,1440,400.0,UCL,Gatsby Computational Neuroscience Unit,an adaptive test of independence with analytic kernel embeddings.
1441,1441,401.0,Gifs.com,Google Brain,deep value networks learn to evaluate and iteratively refine structured outputs.
1442,1442,402.0,Stanford University,Stanford University,world of bits: an open-domain platform for web-based agents.
1443,1443,403.0,Facebook AI Research,Facebook AI Research,convolutional sequence to sequence learning.
1444,1444,404.0,Max Planck Institute for Informatics,MPI for Informatics,analysis and optimization of graph decompositions by lifted multicuts.
1445,1445,405.0,California Institute of Technology,caltech.edu,deciding how to decide: dynamic routing in artificial neural networks.
1446,1446,406.0,Universidad Autónoma de Madrid,Universidad Autonoma de Madrid,scalable multi-class gaussian process classification using expectation propagation.
1447,1447,407.0,University of Texas at Austin,University of Texas at Austin,identifying best interventions through online importance sampling.
1448,1448,408.0,Georgia Tech,Georgia Institute of Technology,stochastic generative hashing.
1449,1449,409.0,Inria Saclay,,sliced wasserstein kernel for persistence diagrams.
1450,1450,410.0,Carnegie Mellon University,Carnegie Mellon University,deeply aggrevated: differentiable imitation learning for sequential prediction.
1451,1451,411.0,"WaveOne, Inc.","WaveOne, Inc.",real-time adaptive image compression.
1452,1452,412.0,Carnegie Mellon University,,improved variational autoencoders for text modeling using dilated convolutions.
1453,1453,413.0,Microsoft Research / Princeton / IAS,CMU,near-optimal design of experiments via regret minimization.
1454,1454,414.0,Deepmind,DeepMind,neural episodic control.
1455,1455,415.0,EURECOM,Eurecom,random feature expansions for deep gaussian processes.
1456,1456,416.0,University of British Columbia,MICROSOFT,deep iv: a flexible approach for counterfactual prediction.
1457,1457,417.0,ETH Zurich,ETH Zurich,"zipml: training linear models with end-to-end low precision, and a little bit of deep learning."
1458,1458,418.0,Indiana University,University of Alberta/Indiana University,adapting kernel representations online using submodular maximization.
1459,1459,419.0,Google Brain,UMass Amherst,end-to-end learning for structured prediction energy networks.
1460,1460,420.0,Google Brain,Google Brain,neural message passing for quantum chemistry.
1461,1461,421.0,Alan Turing Institute,University of Cambridge,grammar variational autoencoder.
1462,1462,422.0,MIT,MIT,robust budget allocation via continuous submodular functions.
1463,1463,423.0,Google Brain,Google Brain,neural optimizer search using reinforcement learning.
1464,1464,424.0,Purdue University,Ant Financial,asynchronous distributed variational gaussian processes for regression.
1465,1465,425.0,UCLA,Purdue,counterfactual data-fusion for online reinforcement learners.
1466,1466,426.0,Google Inc.,Google Brain,large-scale evolution of image classifiers.
1467,1467,427.0,city university of hong kong,city university of hong kong,spherical structured feature maps for kernel approximation.
1468,1468,428.0,Nanjing University,Nanjing University,a unified view of multi-label performance measures.
1469,1469,429.0,Google Brain,New York University,accelerating eulerian fluid simulation with convolutional networks.
1470,1470,430.0,Rutgers University,Rutgers Univeristy,rule-enhanced penalized regression by column generation using rectangular maximum agreement.
1471,1471,431.0,Deakin University,Deakin University,high dimensional bayesian optimization with elastic gaussian process.
1472,1472,432.0,University of Bonn,The University of Nottingham,nyström method with kernel k-means++ samples as landmarks.
1473,1473,433.0,Indian Institute of Technology Kanpur,IIT Kanpur,scalable generative models for multi-label learning with missing labels.
1474,1474,0.0,Rice University,OpenStax / Rice University,spline filters for end-to-end deep learning.
1475,1475,1.0,University of Bonn,EPFL,non-linear motor control by local learning in spiking neural networks.
1476,1476,2.0,DeepMind,DeepMind,implicit quantile networks for distributional reinforcement learning.
1477,1477,3.0,McGill University,McGill University / Facebook,an inference-based policy gradient method for learning options.
1478,1478,4.0,Tel Aviv University,"Tel Aviv University, Google",predict and constrain: modeling cardinality in deep structured prediction.
1479,1479,5.0,Microsoft Research,UCSC,differentially private matrix completion revisited.
1480,1480,6.0,Uber AI Labs,Uber AI Labs,differentiable plasticity: training plastic neural networks with backpropagation.
1481,1481,7.0,University of Science and Technology of China,Microsoft,model-level dual learning.
1482,1482,8.0,Stanford University,Stanford University,cover: learning covariate-specific vector representations with tensor decompositions.
1483,1483,9.0,Bielefeld University,"CITEC, Bielefeld University",tree edit distance learning via adaptive symbol embeddings.
1484,1484,10.0,Johns Hopkins University,Johns Hopkins University,gradually updated neural networks for large-scale image recognition.
1485,1485,11.0,Universty of Tübingen,University of Tübingen,one-shot segmentation in clutter.
1486,1486,12.0,UC Irvine,UC Irvine,active testing: an efficient and robust framework for estimating accuracy.
1487,1487,13.0,University of Maryland College Park,Microsoft Research,learning deep resnet blocks sequentially using boosting theory.
1488,1488,14.0,UC Berkeley,Berkeley,self-consistent trajectory autoencoder: hierarchical reinforcement learning with trajectory embeddings.
1489,1489,15.0,Stanford University,Stanford University,problem dependent reinforcement learning bounds which can identify bandit structure in mdps.
1490,1490,16.0,Johns Hopkins University,Johns Hopkins University,stochastic pca with $\ell_2$ and $\ell_1$ regularization.
1491,1491,17.0,,Columbia University in the City of New York,subspace embedding and linear regression with orlicz norm.
1492,1492,18.0,Qualcomm India Private Limited,IIT Madras,signal and  noise statistics oblivious orthogonal matching pursuit.
1493,1493,19.0,Carnegie Mellon University,Carnegie Mellon University / Bosch Center for AI,provable defenses against adversarial examples via the convex outer adversarial polytope.
1494,1494,20.0,Franklin & Marshall College,Franklin & Marshall College,learning the reward function for a misspecified model.
1495,1495,21.0,UNIST,Korea University,deep reinforcement learning in continuous action spaces: a case study in the game of simulated curling.
1496,1496,22.0,"IIIS, Tsinghua University","IIIS, Tsinghua University",do outliers ruin collaboration?.
1497,1497,23.0,UC Berkeley,Peking University,"dropout training, data-dependent regularization, and generalization bounds."
1498,1498,24.0,"IEMS, Northwestern University",Northwestern University,competitive multi-agent inverse reinforcement learning with sub-optimal demonstrations.
1499,1499,25.0,Imperial College London,Imperial College London,continual reinforcement learning with complex synapses.
1500,1500,26.0,University of Chicago,University of Chicago,equivalence of multicategory svm and simplex cone svm: fast computations and statistical theory.
1501,1501,27.0,Google,Princeton University,quickshift++: provably good initializations for sample-based mean shift.
1502,1502,28.0,Harvard University,Facebook,learning diffusion using hyperparameters.
1503,1503,29.0,Sapienza University,Google,learning a mixture of two multinomial logits.
1504,1504,30.0,Rutgers University,Rutgers University,crowdsourcing with arbitrary adversaries.
1505,1505,31.0,Carnegie Mellon University,Carnegie Mellon University,deep density destructors.
1506,1506,32.0,Rice University,Rice University,programmatically interpretable reinforcement learning.
1507,1507,33.0,Google Brain Robotics,"University of Cambridge, Alan Turing Institute",structured evolution with compact architectures for scalable policy optimization.
1508,1508,34.0,University of Oxford,ENS Paris,the weighted kendall and high-order kernels for permutations.
1509,1509,35.0,UC San Diego,UC San Diego,"the limits of maxing, ranking, and preference learning."
1510,1510,36.0,Columbia University,Columbia University Medical Center,black box fdr.
1511,1511,37.0,PURDUE UNIVERSITY,Purdue University,variable selection via penalized neural network: a drop-out-one loss approach.
1512,1512,38.0,Northwestern University,Rutgers University,clustering semi-random mixtures of gaussians.
1513,1513,39.0,Alan Turing Institute & University of Warwick,Carnegie Mellon University,leveraging well-conditioned bases: streaming and distributed summaries in minkowski $p$-norms.
1514,1514,40.0,DeepMind,DeepMind,learning by playing - solving sparse reward tasks from scratch.
1515,1515,41.0,Stanford University,Carnegie Mellen University,structured control nets for deep reinforcement learning.
1516,1516,42.0,Stanford,Caltech,stagewise safe bayesian optimization with gaussian processes.
1517,1517,43.0,Massachusetts Institute of Technology,University of Arizona,bayesian optimization of combinatorial structures.
1518,1518,44.0,Stanford University,Stanford University,graphrnn: generating realistic graphs with deep auto-regressive models.
