,Unnamed: 0,first-author-affiliation,last-author-affiliation,title
3428,41,"Queen Mary, University of London",Queen Mary University of London,knowledge distillation by on-the-fly native ensemble.
3429,42,Intel - Artificial Intelligence Products Group (AIPG),Technion,scalable methods for 8-bit training of neural networks.
3430,43,Playground Global,Google Inc,collaborative learning for deep neural networks.
3431,44,The Ohio State University,Ohio State University,a linear speedup analysis of distributed deep learning with sparse and quantized communication.
3432,45,University of Oxford (visiting at University of British Columbia),University of British Columbia,bayesian distributed stochastic gradient descent.
3433,46,Apple,Facebook AI Research,regularizing by the variance of the activations' sample-variances.
3434,47,Tsinghua University,Tsinghua University,"bml: a high-performance, low-cost gradient synchronization algorithm for dml training."
3435,48,Max Planck Institute for Intelligent Systems,MPI for Intelligent Systems,l4: practical loss-based stepsize adaptation for deep learning.
3436,49,SenseTime,Sensetime Group Limited,synaptic strength for convolutional neural network.
3437,50,Texas A&M University,Texas A&M University,channelnets: compact and efficient convolutional neural networks via channel-wise convolutions.
3438,51,Peking University,Peking University,frequency-domain dynamic pruning for convolutional neural networks.
3439,52,Tsinghua University,UCSB,tetris: tile-matching the tremendous irregular sparsity.
3440,53,University of Washington,Microsoft Research,heterogeneous bitwidth binarization in convolutional neural networks.
3441,54,Tsinghua University,"University of California, Santa Barbara",hitnet: hybrid ternary recurrent neural network.
3442,55,California Institute of Technology,Caltech,a general method for amortizing variational filtering.
3443,56,Microsoft,Microsoft,navigating with graph representations for fast and scalable decoding of neural language models.
3444,57,Massachusetts Institute of Technology,Google Brain,"interpreting neural network judgments via minimal, stable, and symbolic corrections."
3445,58,KAIST,"KAIST, AItrics",dropmax: adaptive variational softmax.
3446,59,"Dept. of Computer Science, Bar-Ilan University",Bar-Ilan University,out-of-distribution detection using multiple semantic label representations.
3447,60,Princeton University,Princeton University,end-to-end symmetry preserving inter-atomic potential energy model for finite and extended systems.
3448,61,Purdue University,Purdue University,deep predictive coding network with local recurrent processing for object recognition.
3449,62,Temasek Laboratories @ National University of Singapore,National University of Singapore,slayer: spike layer error reassignment in time.
3450,63,University of Washington,University of Washington,deeppink: reproducible feature selection in deep neural networks.
3451,64,Brown University,Brown University,learning long-range spatial dependencies with horizontal gated recurrent units.
3452,65,University of Southern California,DiDi/University of Southern California,neural interaction transparency (nit): disentangling learned interactions for improved interpretability.
3453,66,Dalian University of Technology,DALIAN UNIVERSITY OF TECHNOLOGY,a bridging framework for model optimization and deep propagation.
3454,67,Harvard University,Harvard,latent alignment and variational attention.
3455,68,Deakin University,Deakin University,variational memory encoder-decoder.
3456,69,DeepMind,Google DeepMind,relational recurrent neural networks.
3457,70,University of Toronto,University of Toronto,reversible recurrent neural networks.
3458,71,Alan Turing Institute,University of Manchester,breaking the activation function bottleneck through adaptive parameterization.
3459,72,Tsinghua University,ByteDance.Inc,brits: bidirectional recurrent imputation for time series.
3460,73,University of Bonn,National University of Singapore,complex gated recurrent neural networks.
3461,74,Carnegie Mellon University,University of British Columbia,middle-out decoding.
3462,75,Nanyang Technological University,Nanyang Technological University,recurrently controlled recurrent networks.
3463,76,University of Edinburgh,Rice University,houdini: lifelong learning as program synthesis.
3464,77,Purdue University,Allen Institute for AI,expanding holographic embeddings for knowledge completion.
3465,78,Stanford University,Stanford University & Microsoft,on the dimensionality of word embedding.
3466,79,Stanford University,Stanford University,flexible neural representation for physics prediction.
3467,80,Technical University Denmark,Technical University of Denmark,recurrent relational networks.
3468,81,University of Cambridge,University of Cambridge,predictive uncertainty estimation via prior networks.
3469,82,Google Brain,Google Brain,adversarial examples that fool both computer vision and time-limited humans.
3470,83,BCM & Rice,BCM & Rice,a simple cache model for image recognition.
3471,84,Nanyang Technological University,Nanyang Technological University,improved network robustness with adversary critic.
3472,85,Intel Labs,Intel Labs,multi-task learning as multi-objective optimization.
3473,86,University of Central Florida,University of Central Florida,videocapsulenet: a simplified network for action detection.
3474,87,University of Oxford,University of Oxford,"with friends like these, who needs adversaries?."
3475,88,ETH Zürich,ETH Zürich,multi-task zipping via layer-wise neuron sharing.
3476,89,IBM T. J. Watson Research Center,IBM T. J. Watson Research Center,evolutionary stochastic gradient descent for optimization of deep neural networks.
3477,90,"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences","Institute of Automation, Chinese Academy of Sciences",structure-aware convolutional neural networks.
3478,91,Tianjin University,Dalian University of Technology,global gated mixture of second-order pooling for improving deep convolutional neural networks.
3479,92,Facebook Inc,Texas A&M University,hybrid macro/micro level backpropagation for training deep spiking neural networks.
3480,93,UCLA,UCLA,deep neural nets with interpolating function as output activation.
3481,94,Toyota Central R&D Labs.,Toyota Central R&D Labs. Inc.,neural edit operations for biological sequences.
3482,95,Hangzhou Dianzi University,Hangzhou Dianzi University,improved expressivity through dendritic neural networks.
3483,96,Stanford University,Stanford University,neural proximal gradient descent for compressive imaging.
3484,97,"NTT, Keio University",Keio University,sigsoftmax: reanalysis of the softmax bottleneck.
3485,98,Amazon Web Services,University of Maryland,visualizing the loss landscape of neural nets.
3486,99,U. Chicago,Brown University,clebsch–gordan nets: a fully fourier space spherical convolutional neural network.
3487,100,Politecnico di Milano,NNAISENSE,nais-net: stable deep networks from non-autonomous  differential equations.
3488,101,Huawei,"Huawei Technologies, Noah's Ark",lipschitz regularity of deep neural networks: analysis and efficient estimation.
3489,102,EPFL,"EcoCloud, EPFL",training dnns with hybrid block floating point.
3490,103,Google,Google,mesh-tensorflow: deep learning for supercomputers.
3491,104,Harvard University,MIT,thwarting adversarial examples: an $l_0$-robust sparse fourier transform.
3492,105,University of Cambridge,Peking University,bayesian adversarial learning.
3493,106,Princeton University,Princeton University,learning a latent manifold of odor representations from neural responses in piriform cortex.
3494,107,University of Illinois Urbana-Champaign,UIUC,size-noise tradeoffs in generative networks.
